state,district,stage,sex,date,students
Johor,Segamat,secondary,both,2019-01-01,13628
Johor,Segamat,secondary,both,2020-01-01,13441
Johor,Segamat,secondary,both,2021-01-01,13538
Johor,Segamat,secondary,both,2022-01-01,13514
Johor,Segamat,secondary,female,2017-01-01,8134
Johor,Segamat,secondary,female,2018-01-01,7151
Johor,Segamat,secondary,female,2019-01-01,6816
Johor,Segamat,secondary,female,2020-01-01,6647
Johor,Segamat,secondary,female,2021-01-01,6610
Johor,Segamat,secondary,female,2022-01-01,6556
Johor,Segamat,secondary,male,2017-01-01,8066
Johor,Segamat,secondary,male,2018-01-01,7037
Johor,Segamat,secondary,male,2019-01-01,6812
Johor,Segamat,secondary,male,2020-01-01,6794
Johor,Segamat,secondary,male,2021-01-01,6928
Johor,Segamat,secondary,male,2022-01-01,6958
Johor,Segamat,post_secondary,both,2018-01-01,1152
Johor,Segamat,post_secondary,both,2019-01-01,1042
Johor,Segamat,post_secondary,both,2020-01-01,576
Johor,Segamat,post_secondary,both,2021-01-01,480
Johor,Segamat,post_secondary,both,2022-01-01,512
Johor,Segamat,post_secondary,female,2018-01-01,626
Johor,Segamat,post_secondary,female,2019-01-01,584
Johor,Segamat,post_secondary,female,2020-01-01,280
Johor,Segamat,post_secondary,female,2021-01-01,238
Johor,Segamat,post_secondary,female,2022-01-01,226
Johor,Segamat,post_secondary,male,2018-01-01,526
Johor,Segamat,post_secondary,male,2019-01-01,458
Johor,Segamat,post_secondary,male,2020-01-01,296
Johor,Segamat,post_secondary,male,2021-01-01,242
Johor,Segamat,post_secondary,male,2022-01-01,286
Johor,Tangkak,primary,both,2017-01-01,12111
Johor,Tangkak,primary,both,2018-01-01,12060
Johor,Tangkak,primary,both,2019-01-01,12012
Johor,Tangkak,primary,both,2020-01-01,11832
Johor,Tangkak,primary,both,2021-01-01,11765
Johor,Tangkak,primary,both,2022-01-01,11704
Johor,Tangkak,primary,female,2017-01-01,5735
Johor,Tangkak,primary,female,2018-01-01,5717
Johor,Tangkak,primary,female,2019-01-01,5719
Johor,Tangkak,primary,female,2020-01-01,5663
Johor,Tangkak,primary,female,2021-01-01,5612
Johor,Tangkak,primary,female,2022-01-01,5649
Johor,Tangkak,primary,male,2017-01-01,6376
Johor,Tangkak,primary,male,2018-01-01,6343
Johor,Tangkak,primary,male,2019-01-01,6293
Johor,Tangkak,primary,male,2020-01-01,6169
Johor,Tangkak,primary,male,2021-01-01,6153
Johor,Tangkak,primary,male,2022-01-01,6055
Johor,Tangkak,secondary,both,2017-01-01,11729
Johor,Tangkak,secondary,both,2018-01-01,10664
Johor,Tangkak,secondary,both,2019-01-01,10300
Johor,Tangkak,secondary,both,2020-01-01,10225
Johor,Tangkak,secondary,both,2021-01-01,10152
Johor,Tangkak,secondary,both,2022-01-01,10002
Johor,Tangkak,secondary,female,2017-01-01,6077
Johor,Tangkak,secondary,female,2018-01-01,5463
Johor,Tangkak,secondary,female,2019-01-01,5200
Johor,Tangkak,secondary,female,2020-01-01,5142
Johor,Tangkak,secondary,female,2021-01-01,5110
Johor,Tangkak,secondary,female,2022-01-01,5002
Johor,Tangkak,secondary,male,2017-01-01,5652
Johor,Tangkak,secondary,male,2018-01-01,5201
Johor,Tangkak,secondary,male,2019-01-01,5100
Johor,Tangkak,secondary,male,2020-01-01,5083
Johor,Tangkak,secondary,male,2021-01-01,5042
Johor,Tangkak,secondary,male,2022-01-01,5000
Johor,Tangkak,post_secondary,both,2018-01-01,486
Johor,Tangkak,post_secondary,both,2019-01-01,440
Johor,Tangkak,post_secondary,both,2020-01-01,194
Johor,Tangkak,post_secondary,both,2021-01-01,200
Johor,Tangkak,post_secondary,both,2022-01-01,206
Johor,Tangkak,post_secondary,female,2018-01-01,324
Johor,Tangkak,post_secondary,female,2019-01-01,305
Johor,Tangkak,post_secondary,female,2020-01-01,144
Johor,Tangkak,post_secondary,female,2021-01-01,131
Johor,Tangkak,post_secondary,female,2022-01-01,134
Johor,Tangkak,post_secondary,male,2018-01-01,162
Johor,Tangkak,post_secondary,male,2019-01-01,135
Johor,Tangkak,post_secondary,male,2020-01-01,50
Johor,Tangkak,post_secondary,male,2021-01-01,69
Johor,Tangkak,post_secondary,male,2022-01-01,72
Kedah,All Districts,primary,both,2017-01-01,190028
Kedah,All Districts,primary,both,2018-01-01,189797
Kedah,All Districts,primary,both,2019-01-01,189969
Kedah,All Districts,primary,both,2020-01-01,189170
Kedah,All Districts,primary,both,2021-01-01,189245
Kedah,All Districts,primary,both,2022-01-01,188524
Kedah,All Districts,primary,female,2017-01-01,93003
Kedah,All Districts,primary,female,2018-01-01,93089
Kedah,All Districts,primary,female,2019-01-01,93091
Kedah,All Districts,primary,female,2020-01-01,92895
Kedah,All Districts,primary,female,2021-01-01,92702
Kedah,All Districts,primary,female,2022-01-01,92340
Kedah,All Districts,primary,male,2017-01-01,97025
Kedah,All Districts,primary,male,2018-01-01,96708
Kedah,All Districts,primary,male,2019-01-01,96878
Kedah,All Districts,primary,male,2020-01-01,96275
Kedah,All Districts,primary,male,2021-01-01,96543
Kedah,All Districts,primary,male,2022-01-01,96184
Kedah,All Districts,secondary,both,2017-01-01,159612
Kedah,All Districts,secondary,both,2018-01-01,143535
Kedah,All Districts,secondary,both,2019-01-01,140346
Kedah,All Districts,secondary,both,2020-01-01,139192
Kedah,All Districts,secondary,both,2021-01-01,141216
Kedah,All Districts,secondary,both,2022-01-01,143591
Kedah,All Districts,secondary,female,2017-01-01,83140
Kedah,All Districts,secondary,female,2018-01-01,73315
Kedah,All Districts,secondary,female,2019-01-01,71551
Kedah,All Districts,secondary,female,2020-01-01,70704
Kedah,All Districts,secondary,female,2021-01-01,71380
Kedah,All Districts,secondary,female,2022-01-01,72060
Kedah,All Districts,secondary,male,2017-01-01,76472
Kedah,All Districts,secondary,male,2018-01-01,70220
Kedah,All Districts,secondary,male,2019-01-01,68795
Kedah,All Districts,secondary,male,2020-01-01,68488
Kedah,All Districts,secondary,male,2021-01-01,69836
Kedah,All Districts,secondary,male,2022-01-01,71531
Kedah,All Districts,post_secondary,both,2018-01-01,9162
Kedah,All Districts,post_secondary,both,2019-01-01,8808
Kedah,All Districts,post_secondary,both,2020-01-01,5103
Kedah,All Districts,post_secondary,both,2021-01-01,4638
Kedah,All Districts,post_secondary,both,2022-01-01,4941
Kedah,All Districts,post_secondary,female,2018-01-01,6010
Kedah,All Districts,post_secondary,female,2019-01-01,5816
Kedah,All Districts,post_secondary,female,2020-01-01,3205
Kedah,All Districts,post_secondary,female,2021-01-01,2841
Kedah,All Districts,post_secondary,female,2022-01-01,3010
Kedah,All Districts,post_secondary,male,2018-01-01,3152
Kedah,All Districts,post_secondary,male,2019-01-01,2992
Kedah,All Districts,post_secondary,male,2020-01-01,1898
Kedah,All Districts,post_secondary,male,2021-01-01,1797
Kedah,All Districts,post_secondary,male,2022-01-01,1931
Kedah,Baling,primary,both,2017-01-01,21269
Kedah,Baling,primary,both,2018-01-01,14274
Kedah,Baling,primary,both,2019-01-01,14359
Kedah,Baling,primary,both,2020-01-01,14283
Kedah,Baling,primary,both,2021-01-01,14300
Kedah,Baling,primary,both,2022-01-01,14255
Kedah,Baling,primary,female,2017-01-01,10428
Kedah,Baling,primary,female,2018-01-01,7054
Kedah,Baling,primary,female,2019-01-01,7070
Kedah,Baling,primary,female,2020-01-01,7036
Kedah,Baling,primary,female,2021-01-01,7005
Kedah,Baling,primary,female,2022-01-01,7000
Kedah,Baling,primary,male,2017-01-01,10841
Kedah,Baling,primary,male,2018-01-01,7220
Kedah,Baling,primary,male,2019-01-01,7289
Kedah,Baling,primary,male,2020-01-01,7247
Kedah,Baling,primary,male,2021-01-01,7295
Kedah,Baling,primary,male,2022-01-01,7255
Kedah,Baling,secondary,both,2017-01-01,17617
Kedah,Baling,secondary,both,2018-01-01,10952
Kedah,Baling,secondary,both,2019-01-01,10437
Kedah,Baling,secondary,both,2020-01-01,10309
Kedah,Baling,secondary,both,2021-01-01,10477
Kedah,Baling,secondary,both,2022-01-01,10748
Kedah,Baling,secondary,female,2017-01-01,9433
Kedah,Baling,secondary,female,2018-01-01,5623
Kedah,Baling,secondary,female,2019-01-01,5424
Kedah,Baling,secondary,female,2020-01-01,5294
Kedah,Baling,secondary,female,2021-01-01,5379
Kedah,Baling,secondary,female,2022-01-01,5454
Kedah,Baling,secondary,male,2017-01-01,8184
Kedah,Baling,secondary,male,2018-01-01,5329
Kedah,Baling,secondary,male,2019-01-01,5013
Kedah,Baling,secondary,male,2020-01-01,5015
Kedah,Baling,secondary,male,2021-01-01,5098
Kedah,Baling,secondary,male,2022-01-01,5294
Kedah,Baling,post_secondary,both,2018-01-01,529
Kedah,Baling,post_secondary,both,2019-01-01,481
Kedah,Baling,post_secondary,both,2020-01-01,209
Kedah,Baling,post_secondary,both,2021-01-01,172
Kedah,Baling,post_secondary,both,2022-01-01,258
Kedah,Baling,post_secondary,female,2018-01-01,397
Kedah,Baling,post_secondary,female,2019-01-01,349
Kedah,Baling,post_secondary,female,2020-01-01,148
Kedah,Baling,post_secondary,female,2021-01-01,119
Kedah,Baling,post_secondary,female,2022-01-01,172
Kedah,Baling,post_secondary,male,2018-01-01,132
Kedah,Baling,post_secondary,male,2019-01-01,132
Kedah,Baling,post_secondary,male,2020-01-01,61
Kedah,Baling,post_secondary,male,2021-01-01,53
Kedah,Baling,post_secondary,male,2022-01-01,86
Kedah,Bandar Baharu,primary,both,2017-01-01,33123
Kedah,Bandar Baharu,primary,both,2018-01-01,4236
Kedah,Bandar Baharu,primary,both,2019-01-01,4325
Kedah,Bandar Baharu,primary,both,2020-01-01,4242
Kedah,Bandar Baharu,primary,both,2021-01-01,4259
Kedah,Bandar Baharu,primary,both,2022-01-01,4142
Kedah,Bandar Baharu,primary,female,2017-01-01,16343
Kedah,Bandar Baharu,primary,female,2018-01-01,2041
Kedah,Bandar Baharu,primary,female,2019-01-01,2114
Kedah,Bandar Baharu,primary,female,2020-01-01,2082
Kedah,Bandar Baharu,primary,female,2021-01-01,2093
Kedah,Bandar Baharu,primary,female,2022-01-01,2016
Kedah,Bandar Baharu,primary,male,2017-01-01,16780
Kedah,Bandar Baharu,primary,male,2018-01-01,2195
Kedah,Bandar Baharu,primary,male,2019-01-01,2211
Kedah,Bandar Baharu,primary,male,2020-01-01,2160
Kedah,Bandar Baharu,primary,male,2021-01-01,2166
Kedah,Bandar Baharu,primary,male,2022-01-01,2126
Kedah,Bandar Baharu,secondary,both,2017-01-01,25735
Kedah,Bandar Baharu,secondary,both,2018-01-01,2917
Kedah,Bandar Baharu,secondary,both,2019-01-01,2843
Kedah,Bandar Baharu,secondary,both,2020-01-01,2806
Kedah,Bandar Baharu,secondary,both,2021-01-01,2845
Kedah,Bandar Baharu,secondary,both,2022-01-01,2944
Kedah,Bandar Baharu,secondary,female,2017-01-01,13205
Kedah,Bandar Baharu,secondary,female,2018-01-01,1489
Kedah,Bandar Baharu,secondary,female,2019-01-01,1428
Kedah,Bandar Baharu,secondary,female,2020-01-01,1381
Kedah,Bandar Baharu,secondary,female,2021-01-01,1407
Kedah,Bandar Baharu,secondary,female,2022-01-01,1481
Kedah,Bandar Baharu,secondary,male,2017-01-01,12530
Kedah,Bandar Baharu,secondary,male,2018-01-01,1428
Kedah,Bandar Baharu,secondary,male,2019-01-01,1415
Kedah,Bandar Baharu,secondary,male,2020-01-01,1425
Kedah,Bandar Baharu,secondary,male,2021-01-01,1438
Kedah,Bandar Baharu,secondary,male,2022-01-01,1463
Kedah,Bandar Baharu,post_secondary,both,2018-01-01,130
Kedah,Bandar Baharu,post_secondary,both,2019-01-01,108
Kedah,Bandar Baharu,post_secondary,both,2020-01-01,45
Kedah,Bandar Baharu,post_secondary,both,2021-01-01,72
Kedah,Bandar Baharu,post_secondary,both,2022-01-01,55
Kedah,Bandar Baharu,post_secondary,female,2018-01-01,91
Kedah,Bandar Baharu,post_secondary,female,2019-01-01,77
Kedah,Bandar Baharu,post_secondary,female,2020-01-01,29
Kedah,Bandar Baharu,post_secondary,female,2021-01-01,53
Kedah,Bandar Baharu,post_secondary,female,2022-01-01,31
Kedah,Bandar Baharu,post_secondary,male,2018-01-01,39
Kedah,Bandar Baharu,post_secondary,male,2019-01-01,31
Kedah,Bandar Baharu,post_secondary,male,2020-01-01,16
Kedah,Bandar Baharu,post_secondary,male,2021-01-01,19
Kedah,Bandar Baharu,post_secondary,male,2022-01-01,24
Kedah,Kota Setar,primary,both,2017-01-01,34364
Kedah,Kota Setar,primary,both,2018-01-01,30379
Kedah,Kota Setar,primary,both,2019-01-01,30267
Kedah,Kota Setar,primary,both,2020-01-01,30151
Kedah,Kota Setar,primary,both,2021-01-01,30212
Kedah,Kota Setar,primary,both,2022-01-01,30263
Kedah,Kota Setar,primary,female,2017-01-01,16954
Kedah,Kota Setar,primary,female,2018-01-01,14982
Kedah,Kota Setar,primary,female,2019-01-01,14812
Kedah,Kota Setar,primary,female,2020-01-01,14696
Kedah,Kota Setar,primary,female,2021-01-01,14721
Kedah,Kota Setar,primary,female,2022-01-01,14774
Kedah,Kota Setar,primary,male,2017-01-01,17410
Kedah,Kota Setar,primary,male,2018-01-01,15397
Kedah,Kota Setar,primary,male,2019-01-01,15455
Kedah,Kota Setar,primary,male,2020-01-01,15455
Kedah,Kota Setar,primary,male,2021-01-01,15491
Kedah,Kota Setar,primary,male,2022-01-01,15489
Kedah,Kota Setar,secondary,both,2017-01-01,31538
Kedah,Kota Setar,secondary,both,2018-01-01,24908
Kedah,Kota Setar,secondary,both,2019-01-01,24359
Kedah,Kota Setar,secondary,both,2020-01-01,23745
Kedah,Kota Setar,secondary,both,2021-01-01,24077
Kedah,Kota Setar,secondary,both,2022-01-01,24232
Kedah,Kota Setar,secondary,female,2017-01-01,16271
Kedah,Kota Setar,secondary,female,2018-01-01,12666
Kedah,Kota Setar,secondary,female,2019-01-01,12436
Kedah,Kota Setar,secondary,female,2020-01-01,12111
Kedah,Kota Setar,secondary,female,2021-01-01,12190
Kedah,Kota Setar,secondary,female,2022-01-01,12157
Kedah,Kota Setar,secondary,male,2017-01-01,15267
Kedah,Kota Setar,secondary,male,2018-01-01,12242
Kedah,Kota Setar,secondary,male,2019-01-01,11923
Kedah,Kota Setar,secondary,male,2020-01-01,11634
Kedah,Kota Setar,secondary,male,2021-01-01,11887
Kedah,Kota Setar,secondary,male,2022-01-01,12075
Kedah,Kota Setar,post_secondary,both,2018-01-01,1893
Kedah,Kota Setar,post_secondary,both,2019-01-01,1906
Kedah,Kota Setar,post_secondary,both,2020-01-01,1152
Kedah,Kota Setar,post_secondary,both,2021-01-01,984
Kedah,Kota Setar,post_secondary,both,2022-01-01,1060
Kedah,Kota Setar,post_secondary,female,2018-01-01,1105
Kedah,Kota Setar,post_secondary,female,2019-01-01,1144
Kedah,Kota Setar,post_secondary,female,2020-01-01,635
Kedah,Kota Setar,post_secondary,female,2021-01-01,548
Kedah,Kota Setar,post_secondary,female,2022-01-01,558
Kedah,Kota Setar,post_secondary,male,2018-01-01,788
Kedah,Kota Setar,post_secondary,male,2019-01-01,762
Kedah,Kota Setar,post_secondary,male,2020-01-01,517
Kedah,Kota Setar,post_secondary,male,2021-01-01,436
Kedah,Kota Setar,post_secondary,male,2022-01-01,502
Kedah,Kuala Muda,primary,both,2017-01-01,52528
Kedah,Kuala Muda,primary,both,2018-01-01,45955
Kedah,Kuala Muda,primary,both,2019-01-01,46029
Kedah,Kuala Muda,primary,both,2020-01-01,45878
Kedah,Kuala Muda,primary,both,2021-01-01,45966
Kedah,Kuala Muda,primary,both,2022-01-01,45886
Kedah,Kuala Muda,primary,female,2017-01-01,25650
Kedah,Kuala Muda,primary,female,2018-01-01,22592
Kedah,Kuala Muda,primary,female,2019-01-01,22579
Kedah,Kuala Muda,primary,female,2020-01-01,22529
Kedah,Kuala Muda,primary,female,2021-01-01,22499
Kedah,Kuala Muda,primary,female,2022-01-01,22524
Kedah,Kuala Muda,primary,male,2017-01-01,26878
Kedah,Kuala Muda,primary,male,2018-01-01,23363
Kedah,Kuala Muda,primary,male,2019-01-01,23450
Kedah,Kuala Muda,primary,male,2020-01-01,23349
Kedah,Kuala Muda,primary,male,2021-01-01,23467
Kedah,Kuala Muda,primary,male,2022-01-01,23362
Kedah,Kuala Muda,secondary,both,2017-01-01,44464
Kedah,Kuala Muda,secondary,both,2018-01-01,34180
Kedah,Kuala Muda,secondary,both,2019-01-01,33363
Kedah,Kuala Muda,secondary,both,2020-01-01,33180
Kedah,Kuala Muda,secondary,both,2021-01-01,33495
Kedah,Kuala Muda,secondary,both,2022-01-01,33162
Kedah,Kuala Muda,secondary,female,2017-01-01,23222
Kedah,Kuala Muda,secondary,female,2018-01-01,17457
Kedah,Kuala Muda,secondary,female,2019-01-01,16945
Kedah,Kuala Muda,secondary,female,2020-01-01,16915
Kedah,Kuala Muda,secondary,female,2021-01-01,17036
Kedah,Kuala Muda,secondary,female,2022-01-01,16754
Kedah,Kuala Muda,secondary,male,2017-01-01,21242
Kedah,Kuala Muda,secondary,male,2018-01-01,16723
Kedah,Kuala Muda,secondary,male,2019-01-01,16418
Kedah,Kuala Muda,secondary,male,2020-01-01,16265
Kedah,Kuala Muda,secondary,male,2021-01-01,16459
Kedah,Kuala Muda,secondary,male,2022-01-01,16408
Kedah,Kuala Muda,post_secondary,both,2018-01-01,2181
Kedah,Kuala Muda,post_secondary,both,2019-01-01,2104
Kedah,Kuala Muda,post_secondary,both,2020-01-01,1303
Kedah,Kuala Muda,post_secondary,both,2021-01-01,1229
Kedah,Kuala Muda,post_secondary,both,2022-01-01,1244
Kedah,Kuala Muda,post_secondary,female,2018-01-01,1470
Kedah,Kuala Muda,post_secondary,female,2019-01-01,1432
Kedah,Kuala Muda,post_secondary,female,2020-01-01,874
Kedah,Kuala Muda,post_secondary,female,2021-01-01,796
Kedah,Kuala Muda,post_secondary,female,2022-01-01,854
Kedah,Kuala Muda,post_secondary,male,2018-01-01,711
Kedah,Kuala Muda,post_secondary,male,2019-01-01,672
Kedah,Kuala Muda,post_secondary,male,2020-01-01,429
Kedah,Kuala Muda,post_secondary,male,2021-01-01,433
Kedah,Kuala Muda,post_secondary,male,2022-01-01,390
Kedah,Kubang Pasu,primary,both,2017-01-01,21637
Kedah,Kubang Pasu,primary,both,2018-01-01,21721
Kedah,Kubang Pasu,primary,both,2019-01-01,21857
Kedah,Kubang Pasu,primary,both,2020-01-01,22010
Kedah,Kubang Pasu,primary,both,2021-01-01,21992
Kedah,Kubang Pasu,primary,both,2022-01-01,21972
Kedah,Kubang Pasu,primary,female,2017-01-01,10410
Kedah,Kubang Pasu,primary,female,2018-01-01,10536
Kedah,Kubang Pasu,primary,female,2019-01-01,10606
Kedah,Kubang Pasu,primary,female,2020-01-01,10752
Kedah,Kubang Pasu,primary,female,2021-01-01,10738
Kedah,Kubang Pasu,primary,female,2022-01-01,10697
Kedah,Kubang Pasu,primary,male,2017-01-01,11227
Kedah,Kubang Pasu,primary,male,2018-01-01,11185
Kedah,Kubang Pasu,primary,male,2019-01-01,11251
Kedah,Kubang Pasu,primary,male,2020-01-01,11258
Kedah,Kubang Pasu,primary,male,2021-01-01,11254
Kedah,Kubang Pasu,primary,male,2022-01-01,11275
Kedah,Kubang Pasu,secondary,both,2017-01-01,17899
Kedah,Kubang Pasu,secondary,both,2018-01-01,16277
Kedah,Kubang Pasu,secondary,both,2019-01-01,16328
Kedah,Kubang Pasu,secondary,both,2020-01-01,16375
Kedah,Kubang Pasu,secondary,both,2021-01-01,16702
Kedah,Kubang Pasu,secondary,both,2022-01-01,17109
Kedah,Kubang Pasu,secondary,female,2017-01-01,9327
Kedah,Kubang Pasu,secondary,female,2018-01-01,8283
Kedah,Kubang Pasu,secondary,female,2019-01-01,8250
Kedah,Kubang Pasu,secondary,female,2020-01-01,8257
Kedah,Kubang Pasu,secondary,female,2021-01-01,8434
Kedah,Kubang Pasu,secondary,female,2022-01-01,8465
Kedah,Kubang Pasu,secondary,male,2017-01-01,8572
Kedah,Kubang Pasu,secondary,male,2018-01-01,7994
Kedah,Kubang Pasu,secondary,male,2019-01-01,8078
Kedah,Kubang Pasu,secondary,male,2020-01-01,8118
Kedah,Kubang Pasu,secondary,male,2021-01-01,8268
Kedah,Kubang Pasu,secondary,male,2022-01-01,8644
Kedah,Kubang Pasu,post_secondary,both,2018-01-01,916
Kedah,Kubang Pasu,post_secondary,both,2019-01-01,819
Kedah,Kubang Pasu,post_secondary,both,2020-01-01,388
Kedah,Kubang Pasu,post_secondary,both,2021-01-01,383
Kedah,Kubang Pasu,post_secondary,both,2022-01-01,396
Kedah,Kubang Pasu,post_secondary,female,2018-01-01,644
Kedah,Kubang Pasu,post_secondary,female,2019-01-01,571
Kedah,Kubang Pasu,post_secondary,female,2020-01-01,276
Kedah,Kubang Pasu,post_secondary,female,2021-01-01,261
Kedah,Kubang Pasu,post_secondary,female,2022-01-01,263
